branch_row,from_bus,to_bus,from_base_kv,status,rate_a_mva,pf_mw,qf_mvar,pt_mw,qt_mvar,s_from_mva,s_to_mva,s_max_mva,loading_pct,p_loss_mw,q_net_mvar,tap_ratio
24,16,15,115,1,166.88,9.9166993087991,-3.52472422227501,-9.91390711597675,3.01407502152611,10.5244765201994,10.3619593967358,10.5244765201994,6.3066134469076,0.00279219282235132,-0.510649200748899,1
25,46,15,115,1,158.71,-6.8722923818352,3.32049903527969,6.87390711597744,-4.33407502152529,7.63243843242273,8.12618024235832,8.12618024235832,5.12014381094973,0.001614734142243,-1.0135759862456,1
26,16,17,115,1,171.8,-12.4266993087979,3.07472422227351,12.4429380479874,-3.77836217796783,12.8014368238223,13.0039504772185,13.0039504772185,7.56923776322379,0.0162387391895269,-0.703637955694317,1
27,17,18,115,1,0,5.61006629411268,0.470303726415349,-5.60999999998358,-0.470000000008881,5.62974505811936,5.6296536305375,5.62974505811936,NaN,6.6294129103639e-05,0.000303726406467697,1
28,39,17,115,1,183.47,18.0815314290103,-5.50997877175247,-18.0530043421171,3.30805845156145,18.9024243123323,18.3535886544143,18.9024243123323,10.3027330420953,0.0285270868931917,-2.20192032019102,1
29,19,20,115,1,0,15.8305944804479,0.972546127498152,-15.8299999999988,-0.96999999999328,15.8604403335626,15.8596910436474,15.8604403335626,NaN,0.00059448044910404,0.00254612750487104,1
30,875,19,115,1,177.14,13.7359174344937,-2.39259055969659,-13.7318155320388,2.07848362999416,13.9427370825666,13.8882271008972,13.9427370825666,7.87102691801207,0.00410190245485609,-0.314106929702425,1
31,19,886,115,1,130.17,-2.09877894841057,-3.05102975749879,2.09904283922369,2.90908954656065,3.70319533044565,3.58730857758357,3.70319533044565,2.84489154985454,0.000263890813122281,-0.141940210938142,1
32,22,21,115,1,195.84,-15.7891530711696,-19.6174055135078,15.7992367149453,20.082770188825,25.1821356081296,25.5525642398573,25.5525642398573,13.0476737335872,0.010083643775685,0.465364675317186,1.01875
33,21,23,230,1,0,-15.7992367149501,-20.0827701888413,15.8009343791559,20.0896752272955,25.552564239873,25.5590410225541,25.5590410225541,NaN,0.0016976642058335,0.00690503845423152,1
34,34,22,115,1,168.54,-9.92313302054564,-7.793144531119,9.92792608373944,7.35929001597085,12.6175144393162,12.3581093158849,12.6175144393162,7.48636195521313,0.0047930631937998,-0.433854515148158,1
35,886,22,115,1,179.19,13.7019265395415,-8.6553920821912,-13.6987730125691,8.03811549753263,16.2067456014911,15.8829368443486,16.2067456014911,9.04444757045097,0.00315352697242943,-0.617276584658564,1
36,23,26,230,1,414.47,-1.90790421371378,-7.87951933327949,1.90842532898079,6.08439557691989,8.10721428187463,6.37667286072743,8.10721428187463,1.9560436899835,0.000521115267010375,-1.7951237563596,1
37,874,23,230,1,565.72,28.8586832625706,30.2762831664551,-28.8470193275113,-31.5669690833594,41.8267488818429,42.7624141179094,42.7624141179094,7.5589362437088,0.0116639350593353,-1.29068591690432,1
38,1215,23,230,1,544.26,-14.9479125646273,-25.2300057145303,14.9539891620724,19.3568131893616,29.3256419945919,24.4603354168994,29.3256419945919,5.38816778646086,0.00607659744519751,-5.87319252516866,1
39,25,24,115,1,199.24,-15.7094818494851,-8.51560406903887,15.7140681229399,8.71761410733134,17.8690607654665,17.9702179368181,17.9702179368181,9.01938262237405,0.00458627345472173,0.202010038292467,1.00625
40,24,26,230,1,0,-15.7140681229287,-8.71761410735106,15.7149330649736,8.72078258920645,17.9702179368178,17.9725115163354,17.9725115163354,NaN,0.000864942044950467,0.00316848185538809,1
41,25,46,115,1,136.63,-2.88051815051209,2.65560406903763,2.88111953794209,-3.19239493265099,3.9178588268235,4.30025989888139,4.30025989888139,3.14737605129283,0.000601387429999711,-0.536790863613357,1
42,874,26,230,1,527.8,17.6277432791776,11.2901540152064,-17.6233583939697,-14.8051781661064,20.9333444724839,23.0168647216005,23.0168647216005,4.36090654065943,0.00438488520792291,-3.5150241509,1
43,28,27,115,1,239.48,-21.7907541701452,-2.37034954036514,21.7951566901334,2.59118719210338,21.9192957060032,21.9486470246343,21.9486470246343,9.16512736956502,0.0044025199882185,0.220837651738243,1
44,27,29,230,1,0,-21.7951566900923,-2.59118719211024,21.7960628312545,2.59612897659499,21.9486470245943,21.9501307651484,21.9501307651484,NaN,0.00090614116222909,0.00494178448474658,1
45,48,29,230,1,554.47,33.0417516958366,-0.0175574609150436,-33.0289094193759,-4.72689145544645,33.0417563606077,33.3654366113334,33.3654366113334,6.01753685705871,0.0128422764607592,-4.74444891636149,1
46,29,874,230,1,468.99,-3.81167286186647,2.61290229070082,3.81198273860201,-5.1158282146517,4.62126696768742,6.37988328429494,6.37988328429494,1.36034527053774,0.000309876735540726,-2.50292592395088,1
47,30,231,115,1,183.85,24.7427943426792,-6.98654831072948,-24.6865085086075,6.25752275056578,25.7102650546873,25.4672396093373,25.7102650546873,13.9843704404065,0.0562858340716943,-0.729025560163706,1
48,30,888,115,1,192.16,-27.1827943426827,5.68654831072898,27.2225649559903,-6.190562255167,27.7712286362494,27.9175769689672,27.9175769689672,14.52829775654,0.0397706133076063,-0.504013944438022,1
49,31,32,115,1,0,2.44001294076874,0.180056223576682,-2.43999999998563,-0.180000000004078,2.44664737850955,2.44663033577435,2.44664737850955,NaN,1.29407831166439e-05,5.62235726038196e-05,1
50,31,34,115,1,176.39,-11.03196462476,-7.4200007217413,11.0378202953644,7.1823119435211,13.2951364864223,13.1688678984491,13.2951364864223,7.53735273338756,0.00585567060440439,-0.237688778220202,1
51,31,35,115,1,172.33,12.224415374447,-0.361562467078472,-12.2182037552231,-0.0679072269864592,12.2297611859192,12.2183924636437,12.2297611859192,7.09671048913088,0.00621161922388858,-0.429469694064931,1
52,37,31,115,1,125.28,3.63458750334513,-8.76376726655951,-3.63246369047057,7.6015069652467,9.4875625437671,8.42482644362963,9.4875625437671,7.57308632165318,0.00212381287456553,-1.16226030131281,1
53,33,34,115,1,0,-2.43999999996119,-1.06000000005202,2.4400175930461,1.06007407278219,2.66030073486456,2.66034638612334,2.66034638612334,NaN,1.75930849048989e-05,7.40727301720145e-05,1
54,35,36,115,1,0,4.99005188484717,0.910260371924012,-4.99000000000161,-0.910000000027774,5.07239507118305,5.07229730990471,5.07239507118305,NaN,5.18848455657306e-05,0.000260371896238287,1
55,35,888,115,1,161.81,7.22815187037499,-0.842353144909775,-7.22709345175744,0.279321112629539,7.27706934706169,7.23248920112542,7.27706934706169,4.49729271804072,0.0010584186175544,-0.563032032280236,1
56,37,616,115,1,147.82,-6.4045875033449,7.94376726655962,6.40923888617381,-8.25730102721685,10.2040276103735,10.4528160489946,10.4528160489946,7.07131379312312,0.00465138282890365,-0.313533760657238,1
57,38,248,115,1,133.61,-2.09541864147033,-0.80945846561493,2.09568233553671,0.299654263724878,2.24633085064891,2.11699719632528,2.24633085064891,1.6812595244734,0.000263694066375386,-0.509804201890053,1
58,1077,38,115,1,133.03,1.73466531614143,-0.337059401865447,-1.73458135852895,-0.160541534384948,1.76710859864637,1.74199485464763,1.76710859864637,1.32835345309056,8.39576124862518e-05,-0.497600936250395,1
59,39,40,115,1,0,4.89004871612408,0.950257303484055,-4.8900000000005,-0.950000000014481,4.98152239670681,4.98142549879374,4.98152239670681,NaN,4.87161235724898e-05,0.000257303469574199,1
60,39,1077,115,1,195.3,-22.9715801451321,4.55972146828316,22.9925059282821,-4.68029684646352,23.419747100098,23.4640258147042,23.4640258147042,12.0143501355372,0.0209257831500445,-0.120575378180359,1
61,42,41,115,1,168.43,11.8902345422539,2.76766936649142,-11.8839051427552,-3.51671638112707,12.208098590363,12.3933246365651,12.3933246365651,7.35814560147543,0.0063293994987319,-0.749047014635646,1
62,41,44,115,1,160.64,8.60390514275394,2.9567163811287,-8.59896857211465,-3.56745496233998,9.09776650964084,9.30961843538926,9.30961843538926,5.79533020131304,0.0049365706392912,-0.610738581211281,1
63,42,43,115,1,174.84,-14.4702345422537,-2.95766936649301,14.4844945526842,2.59250334113862,14.7694108138857,14.7146748526956,14.7694108138857,8.44738664715496,0.0142600104304336,-0.365166025354392,1
64,43,49,115,1,178.49,-16.2544945526843,-3.32250334114029,16.2646848108261,-1.01047173163479,16.5905883444539,16.2960432349681,16.5905883444539,9.2949679782923,0.0101902581418685,-4.33297507277508,1
65,44,1137,115,1,125.38,2.43896857211567,1.99745496233978,-2.43839862337599,-2.66688317920926,3.15252185120798,3.6135929126053,3.6135929126053,2.88211270745358,0.000569948739680637,-0.669428216869481,1
66,45,172,115,1,207.39,-34.5722830950691,1.31691933764413,34.617716123648,-2.23250468279279,34.5973558953204,34.6896288071258,34.6896288071258,16.7267605994145,0.0454330285789695,-0.915585345148664,1
67,45,191,115,1,198.25,31.4922830950693,-1.72691933764307,-31.4528742328737,-0.148178207940941,31.5395964612535,31.4532232734624,31.5395964612535,15.9090019981102,0.0394088621956215,-1.87509754558401,1
68,46,1173,115,1,119.7,0.261172843887852,-1.53810410262415,-0.261121430253647,0.79468919966133,1.56012034308053,0.83648988361849,1.56012034308053,1.30335868260696,5.14136342046334e-05,-0.743414902962816,1
69,340,47,115,1,170.03,13.878543302477,7.39821346945803,-13.870524702236,-7.82442531718612,15.7272860576261,15.925234285861,15.925234285861,9.36613202720753,0.00801860024104961,-0.426211847728093,1
70,616,47,115,1,162.01,-10.1292388861721,-6.8261643396018,10.1405247022344,6.21442531718906,12.2146633193221,11.8932469603362,12.2146633193221,7.53945023104875,0.011285816062296,-0.61173902241274,1
71,49,48,115,1,183.3,-14.7514679630005,-0.454009202952325,14.7537928248727,0.560842997365607,14.7584528802919,14.764448773556,14.764448773556,8.05480020379487,0.00232486187216274,0.106833794413282,1.00625
72,48,50,230,1,0,3.31002354095746,0.940119982961617,-3.30999999999998,-0.940000000017003,3.44094193848957,3.440886513681,3.44094193848957,NaN,2.35409574873557e-05,0.000119982944614461,1
73,48,1078,230,1,587.46,-51.1055680616628,42.1186620393963,51.195198744663,-48.723117732932,66.225076662048,70.6745398012799,70.6745398012799,12.0305280021244,0.0896306830001947,-6.60445569353566,1
74,51,456,115,1,165.09,-8.67419623986869,-0.623411038375262,8.67777357950225,-1.24053819352855,8.69656953807191,8.7659961959101,8.7659961959101,5.30982869701987,0.00357733963355678,-1.86394923190381,1
75,52,53,115,1,0,1.96000798224265,0.200033741708803,-1.95999999998891,-0.199999999990802,1.9701890234891,1.970177656952,1.9701890234891,NaN,7.98225373999095e-06,3.37417180003574e-05,1
76,54,52,115,1,159.11,-6.87398504802628,5.30374254208551,6.87862161263298,-6.46655839520483,8.68224368427981,9.44096461005843,9.44096461005843,5.93360857900724,0.0046365646066997,-1.16281585311932,1
77,560,52,115,1,166.88,8.86911850744677,-9.59656696983312,-8.83862959488564,6.26652465348622,13.0673394654622,10.8346990889613,13.0673394654622,7.83038079186376,0.0304889125611325,-3.3300423163469,1
78,54,55,115,1,0,0.96000162862661,0.190007978826873,-0.959999999983937,-0.19000000004378,0.978624626189029,0.978621479421843,0.978624626189029,NaN,1.62864267272411e-06,7.97878309294342e-06,1
79,54,111,115,1,153.16,5.91398341938279,-5.49375052086754,-5.90013669768461,1.86184850671735,8.07195730106812,6.18692919899124,8.07195730106812,5.27027768416566,0.0138467216981786,-3.63190201415019,1
80,56,104,115,1,158.08,-0.844099264288293,-0.740898288218859,0.844178924088595,-0.490928184281807,1.12313571818266,0.976549301365583,1.12313571818266,0.710485651684373,7.96598003021121e-05,-1.23182647250067,1
81,107,56,115,1,132.58,2.38672381683375,-2.82559138242365,-2.38590073571145,0.310898288217806,3.69870480550534,2.40607150065936,3.69870480550534,2.78979092284307,0.000823081122305336,-2.51469309420585,1
82,57,61,115,1,131.93,0.913527130542076,0.229455992538606,-0.913472507199565,-1.23006633555973,0.941903323461764,1.53215378186616,1.53215378186616,1.16133842330491,5.46233425106069e-05,-1.00061034302112,1
83,57,87,115,1,142.41,1.81068351042045,-2.37324266600611,-1.81021982576524,1.29034596266676,2.98510561398761,2.22303587936946,2.98510561398761,2.0961348318149,0.000463684655207741,-1.08289670333935,1
84,1176,57,115,1,175.74,8.42667283550425,-1.8976472096302,-8.42421064096881,1.55378667346934,8.63770108355473,8.56630480137516,8.63770108355473,4.91504556933807,0.00246219453544505,-0.343860536160862,1
85,59,58,115,1,145.84,-6.26814852275832,-3.03788837949213,6.26886108759219,3.06585029511352,6.96551876816153,6.97839934136584,6.97839934136584,4.78496937833642,0.000712564833872165,0.0279619156213919,1
86,58,60,230,1,0,5.70009876469429,3.63039089632834,-5.69999999998627,-3.62999999999355,6.75802219494824,6.7577289084275,6.75802219494824,NaN,9.87647080155085e-05,0.000390896334792501,1
87,58,73,230,1,474.11,9.15363072061315,-5.53443089059563,-9.14882661961004,-9.49186885208016,10.6966761497267,13.1831939536963,13.1831939536963,2.78061925580484,0.00480410100311346,-15.0262997426758,1
88,1180,58,230,1,527.99,21.1298604353474,-4.99783715860817,-21.1225905729138,-1.16181030085344,21.7128850750246,21.1545180915594,21.7128850750246,4.11236672570021,0.00726986243360983,-6.15964745946161,1
89,128,59,115,1,166,-6.26341107476089,-4.47361441867653,6.26814852275899,3.03788837949308,7.69698280226921,6.96551876816256,7.69698280226921,4.63673662787301,0.00473744799810394,-1.43572603918345,1
90,1176,61,115,1,165.15,5.82840850758405,-1.04571706598062,-5.82652749279761,0.0600663355588251,5.92147531560854,5.82683709991912,5.92147531560854,3.58551336094977,0.00188101478644231,-0.9856507304218,1
91,110,62,115,1,162.14,-9.6586150345813,10.4682140796463,9.68301383030991,-11.5639197447055,14.2433265216924,15.0826057662448,15.0826057662448,9.30221152475936,0.0243987957286045,-1.09570566505913,1
92,62,1050,115,1,166.63,-10.6030138303096,11.0239197447065,10.6178187442941,-11.9064772788905,15.2954473234184,15.9531274701677,15.9531274701677,9.57398275830744,0.0148049139845714,-0.882557534183908,1
93,63,732,115,1,169.66,23.1095091698067,0.995911474340387,-23.047971475708,-3.37904073134757,23.1309587724785,23.294353509148,23.294353509148,13.7300209295933,0.0615376940987176,-2.38312925700718,1
94,1050,63,115,1,175.41,24.4461124943196,0.132660543460973,-24.3995091698072,-1.2859114743401,24.4464724429665,24.433370951372,24.4464724429665,13.9367609845314,0.0466033245123398,-1.15325093087912,1
95,64,65,115,1,0,0.64000095674951,0.100004562104009,-0.639999999993862,-0.100000000013055,0.64776703920615,0.647765389624017,0.64776703920615,NaN,9.5675564748543e-07,4.56209095374416e-06,1
96,75,64,115,1,133.64,1.42001695598483,25.9132266182669,-1.22765506208919,-26.9376259596652,25.9521051540128,26.9655860180027,26.9655860180027,20.1777806180804,0.192361893895642,-1.02439934139828,1
97,64,119,115,1,120.32,0.587654105333552,-16.317441645638,-0.512748595604845,14.6000143305063,16.3280200638753,14.6090153526267,16.3280200638753,13.5704953988326,0.0749055097287066,-1.71742731513165,1
98,72,66,115,1,148.91,2.7868728681548,8.55581241428962,-2.7725695480438,-9.71393920027537,8.998254633637,10.1018689699177,10.1018689699177,6.78387547506394,0.0143033201109972,-1.15812678598575,1
99,66,112,115,1,139.35,1.49256954804331,9.53393920027492,-1.47983009377595,-11.3222262744173,9.65006531222898,11.4185246383038,11.4185246383038,8.1941332172973,0.0127394542673556,-1.78828707414239,1
100,69,67,115,1,137.55,-0.162543429417642,4.19510829834881,0.164293023745706,-5.33433282276483,4.19825606666886,5.33686226744496,5.33686226744496,3.87994348778259,0.0017495943280644,-1.13922452441603,1
101,67,1018,115,1,124.81,-2.18429302374595,4.68433282276462,2.1869254751494,-5.60527849502677,5.16856943534815,6.01679233817048,6.01679233817048,4.8207614279068,0.00263245140345481,-0.920945672262151,1
102,69,68,115,1,125.42,-0.410955435036973,-0.354830216355724,0.410970859823914,-0.28603626139438,0.54294461229989,0.500713281686118,0.54294461229989,0.432901142002782,1.54247869411095e-05,-0.640866477750104,1
103,68,1176,115,1,147.6,-2.43097085982625,-0.293963738606992,2.4310947762771,-0.843956662274043,2.44868005279175,2.57341886583559,2.57341886583559,1.74350871669078,0.000123916450847528,-1.13792040088103,1
104,69,70,115,1,0,2.02000943838561,0.22003965489764,-2.01999999996887,-0.219999999966864,2.03195855786835,2.03194488110767,2.03195855786835,NaN,9.43841674283519e-06,3.96549307758731e-05,1
105,89,69,115,1,147.47,-2.68991969195672,1.10873986295316,2.69152484427603,-2.36753667880155,2.90946249896402,3.58462493335436,3.58462493335436,2.43074858164668,0.00160515231930658,-1.25879681584838,1
106,69,1176,115,1,163.49,-4.13803541824291,-1.69278105812233,4.13840441435192,-2.00062493458754,4.47088859549984,4.59661736776304,4.59661736776304,2.81155873005263,0.000368996109010311,-3.69340599270987,1
107,72,71,115,1,167.27,-9.14687286815439,-9.42581241428922,9.14845406389997,9.49026888414777,13.1343527794691,13.1817834625179,13.1817834625179,7.88054251361148,0.00158119574557247,0.0644564698585537,1
108,71,73,230,1,0,-9.14845406385692,-9.4902688841387,9.14882661956683,9.4918688520712,13.1817834624815,13.1831939536599,13.1831939536599,NaN,0.000372555709914124,0.00159996793249739,1
109,74,75,115,1,0,-2.69999999996302,-0.770000000016255,2.70001970629622,0.770070281344431,2.80765026308929,2.80768848923769,2.80768848923769,NaN,1.97063331937031e-05,7.02813281758807e-05,1
110,76,75,115,1,156.76,4.163695734878,25.5422157754656,-4.12003666231798,-26.6832968995957,25.8793575826968,26.9995006533605,26.9995006533605,17.2234630348051,0.0436590725600245,-1.14108112413005,1
111,117,76,115,1,158.84,4.5289001507768,15.4851582552744,-4.50922020201451,-17.5080919592502,16.1338483557582,18.0794455358514,18.0794455358514,11.3821742230241,0.0196799487622856,-2.02293370397577,1
112,76,125,115,1,128.41,-0.904475532863956,-8.42412381621509,0.919781156129008,5.55424454317909,8.47254023658028,5.62988719430547,8.47254023658028,6.59803772025565,0.0153056232650515,-2.86987927303601,1
113,77,78,115,1,146.33,1.38520272110975,-4.297468414951,-1.3845208415579,3.08917590215573,4.51519892763003,3.38524825015358,4.51519892763003,3.08562764137909,0.000681879551847953,-1.20829251279528,1
114,77,81,115,1,175.67,-7.14520272111078,2.56746841495277,7.14618388642399,-2.8683979638005,7.59248417762915,7.70036694043347,7.70036694043347,4.38342741528632,0.000981165313208798,-0.300929548847727,1
115,78,79,115,1,0,5.7600571239085,0.610292307124044,-5.76000000001391,-0.609999999975629,5.79229788346765,5.79221028624915,5.79229788346765,NaN,5.71238945914487e-05,0.000292307148414994,1
116,81,78,115,1,167.04,4.782850446019,-5.28314689727137,-4.78097107243546,4.83123221870388,7.12652085713164,6.79694704602787,7.12652085713164,4.26635587711425,0.00187937358354517,-0.451914678567487,1
117,108,78,115,1,149.44,-0.399551889675978,6.91694996416794,0.405434790099621,-8.53070042800916,6.92848024600969,8.54032945274705,8.54032945274705,5.7148885524271,0.0058829004236427,-1.61375046384122,1
118,81,80,115,1,197.46,-16.4092429668927,12.6334419874559,16.4150161091865,-12.4005966723712,20.7091069628058,20.5724950284519,20.7091069628058,10.4877478794722,0.00577314229377279,0.232845315084726,1
119,80,82,230,1,0,5.76006647910945,0.900292851709829,-5.76000000005736,-0.900000000023461,5.82999940502571,5.82988850671288,5.82999940502571,NaN,6.64790520916725e-05,0.000292851686368389,1
120,80,83,230,1,491.78,-27.4493489656937,-13.9498041344655,27.4674238484384,1.90979358532838,30.7906445861463,27.5337372038074,30.7906445861463,6.26106075605887,0.018074882744731,-12.0400105491372,1
121,80,895,230,1,492.44,5.27426637745677,-19.3389752681562,-5.26749226753088,7.09332034219851,20.0452949652213,8.83525145457359,20.0452949652213,4.07060656429643,0.00677410992588889,-12.2456549259577,1
122,107,81,115,1,134.06,-4.47673398765077,2.50555407705686,4.4802086344503,-4.48189712638515,5.13019964808815,6.33716586966938,6.33716586966938,4.72711164379336,0.00347464679952747,-1.97634304932829,1
123,83,84,230,1,0,2.38000962942804,0.270048773019128,-2.38000000000727,-0.270000000002918,2.39528123108317,2.39526616475835,2.39528123108317,NaN,9.62942077231688e-06,4.87730162098132e-05,1
124,83,1038,230,1,504.32,-29.847433477861,-2.17984235834393,29.9139838921193,-17.1282670900318,29.926927639211,34.470624679652,34.470624679652,6.83506993172035,0.0665504142582485,-19.3081094483757,1
125,85,86,115,1,0,1.30000393146109,0.100016265689235,-1.30000000000093,-0.0999999999649896,1.30384564854001,1.30384048103877,1.30384564854001,NaN,3.93146015831292e-06,1.62657242455538e-05,1
126,85,111,115,1,133.78,-3.63747901123228,-0.634033163130178,3.64013669768461,-2.58184850671725,3.69232333485357,4.46279473978676,4.46279473978676,3.33592072042664,0.00265768645233244,-3.21588166984743,1
127,85,124,115,1,105.99,2.33747507977229,0.534016897405369,-2.3353545606838,-6.33318364970205,2.39769968829937,6.75004415281559,6.75004415281559,6.36856699010811,0.00212051908848698,-5.79916675229668,1
128,88,87,115,1,129.68,-0.732780897039589,-0.186412932899904,0.732857952966093,-1.36889293804247,0.756120112560491,1.55272298078189,1.55272298078189,1.19734961503847,7.70559265038662e-05,-1.55530587094238,1
129,89,87,115,1,123.65,0.422647434885115,-0.666149878617503,-0.422638127200978,-0.231453024624496,0.78891477042649,0.481864596304582,0.78891477042649,0.638022458897282,9.30768413659466e-06,-0.897602903241999,1
130,89,88,115,1,128.47,0.767272257071783,-1.31258998433553,-0.767219102960421,-0.443587067099738,1.52039441706748,0.886224936483702,1.52039441706748,1.18346261155716,5.31541113615308e-05,-1.75617705143526,1
131,90,91,115,1,0,1.93000914464254,0.170035610812917,-1.93000000006606,-0.170000000021922,1.93748481474007,1.93747258051887,1.93748481474007,NaN,9.1445764778264e-06,3.56107909948444e-05,1
132,90,95,115,1,93.1,1.01510297974919,4.61994560521783,-1.01367399358349,-6.67985576448069,4.73015131414072,6.75633095692724,6.75633095692724,7.25706869702174,0.00142898616569465,-2.05991015926286,1
133,90,129,115,1,142.94,-2.94511212432385,-4.78998121600919,2.95006247694533,-0.280622758317618,5.62295344766077,2.96337944758456,5.62295344766077,3.93378581758834,0.00495035262147914,-5.07060397432681,1
134,93,92,115,1,166.61,-8.41836603723822,-6.07194042889504,8.41950950066753,6.12098668253266,10.3796602694393,10.4093524390124,10.4093524390124,6.24773569354323,0.00114346342931348,0.0490462536376235,0.99375
135,92,94,230,1,0,3.41002286083786,0.210105815828412,-3.40999999998241,-0.209999999970065,3.41648947975575,3.41646015634127,3.41648947975575,NaN,2.28608554491139e-05,0.000105815858346403,1
136,92,1180,230,1,499.02,-11.829532361522,-6.33109249839195,11.8370120547182,-16.067013409352,13.4171743715095,19.9565471532487,19.9565471532487,3.99914776025986,0.00747969319624708,-22.3981059077439,1
137,117,93,115,1,163.25,-5.65890015077724,-15.5951582552744,5.67480328206862,13.5761669988049,16.590120913469,14.7144725583221,16.590120913469,10.1624017846671,0.0159031312913722,-2.01899125646956,1
138,93,118,115,1,157.08,2.74356275516749,-7.50422656990879,-2.74072377680495,6.22242084321345,7.99002834813915,6.79927113526157,7.99002834813915,5.08659813352378,0.00283897836253866,-1.28180572669534,1
139,118,95,115,1,145.31,1.34072377680664,-6.9024208432143,-1.33632600641749,5.79985576448113,7.03142615281807,5.95181435229735,7.03142615281807,4.83891415099998,0.00439777038914868,-1.10256507873317,1
